Type,Title,Link
Member Abstracts,Pre-Training Leads to a Structural Novelty Effect in Spatial Visual Statistical Learning,https://escholarship.org/uc/item/9qc0x5n1
Member Abstracts,Individual Differences in Deepfake Detection: Mindblindness and Political Orientation,https://escholarship.org/uc/item/9g67t85v
Member Abstracts,The Anatomy of Discourse: Linguistic Predictors of Narrative and Argument Quality,https://escholarship.org/uc/item/9gv973m7
Member Abstracts,Children’s reasoning about hypothetical interventions to complex and dynamic causal systems,https://escholarship.org/uc/item/9j37605r
Member Abstracts,Testing an interference-based model of working memory in children with developmental language disorder and their typically developing peers,https://escholarship.org/uc/item/9j52731v
Member Abstracts,Does surprisal affect word learning? Evidence from seven languages,https://escholarship.org/uc/item/9j57q8fs
Member Abstracts,"Does cognitive dissonance depend on self-concept? 2-year-old children, but not 1-year-olds, show blind choice-induced preferences",https://escholarship.org/uc/item/9kz2d1xz
Member Abstracts,The N400 event-related potential component reflects a learning signal,https://escholarship.org/uc/item/9m11t0tc
Member Abstracts,The function of function: People use teleological information to predict prevalence,https://escholarship.org/uc/item/9m28s4s0
Member Abstracts,Eye movement consistency in global-local perceptual processing predicts schizotypy,https://escholarship.org/uc/item/9mj873tw
Member Abstracts,Characterize Artistic Style based on the Entropy Rate of the Imaginary Stroke Sequences,https://escholarship.org/uc/item/9mv6g98s
Member Abstracts,Distinctive Features of Emotion Concepts,https://escholarship.org/uc/item/9n31g6zc
Member Abstracts,Persian collective nouns enhance ensemble size perception,https://escholarship.org/uc/item/9p53648z
Member Abstracts,Increasing the duration of working-memory in dogs with visual cues,https://escholarship.org/uc/item/9ft0j9h9
Member Abstracts,The Role of Attention in Learning through Overheard Speech,https://escholarship.org/uc/item/9r30n240
Member Abstracts,Hippocampal replay as context-driven memory reactivation,https://escholarship.org/uc/item/9rt2d4t6
Member Abstracts,Let’s talk structure: the positive consequences of structural representations,https://escholarship.org/uc/item/9sf6k7sb
Member Abstracts,Investigating the nature of infants' lexical speed of processing,https://escholarship.org/uc/item/9sn3019x
Member Abstracts,Investigating Scientific Inquiry Skills from Process Data,https://escholarship.org/uc/item/9vc6t9kp
Member Abstracts,Learning to enact photosynthesis: Towards a characterization of the way academic language mediates concept formation,https://escholarship.org/uc/item/9vf9k03h
Member Abstracts,Bridging Executive Function and Metacognition through Post-Error Slowing,https://escholarship.org/uc/item/9vv0341q
Member Abstracts,"If you think your action was erroneous, you will reject the outcome you actually wanted: a case of reverse choice blindness",https://escholarship.org/uc/item/9wt8b1v2
Member Abstracts,Experience with Equations in Sequence Promotes Procedural Fluency,https://escholarship.org/uc/item/9ww997h7
Member Abstracts,Understanding Image Sequences Via Narrative Sensemaking,https://escholarship.org/uc/item/9xm0p914
Member Abstracts,"Machine Learning Models for Predicting, Understanding,  and Influencing Health Perception",https://escholarship.org/uc/item/9zj4w54s
Member Abstracts,Beware of Strangers: Dogs’ Empathetic Response to Unfamiliar Humans,https://escholarship.org/uc/item/90m8b82p
Member Abstracts,Lightness and darkness are mentally represented during language processing,https://escholarship.org/uc/item/8mk5s05c
Member Abstracts,The Role of Categories in the Formation of Liking Evaluations,https://escholarship.org/uc/item/8pd96731
Member Abstracts,Effects of lifetime knowledge on language processing in German and English,https://escholarship.org/uc/item/8sz6v292
Member Abstracts,The Octopus: Implications for Cognitive Science,https://escholarship.org/uc/item/8sz9757q
Member Abstracts,Modeling Capacity-Limited Decision Making Using a Variational Autoencoder,https://escholarship.org/uc/item/8tp3p2g3
Member Abstracts,Overcoming Error: Association between Attentional Reorientation and Vocabulary Size,https://escholarship.org/uc/item/8vc573c2
Member Abstracts,Effects of perceptual and emotional imageries of food names to word recognition memories: four behavioral experiments,https://escholarship.org/uc/item/8vn027wt
Member Abstracts,Recovering human category structure across development using sparse judgments,https://escholarship.org/uc/item/8w94g2tz
Member Abstracts,Bayesian Experimental Design for Intractable Models of Cognition,https://escholarship.org/uc/item/8zc4g6f7
Member Abstracts,Using videos and animations to study zebra finch social behaviors,https://escholarship.org/uc/item/8zg5t945
Member Abstracts,"Learning ecological and artificial visual categories: rhesus macaques, humans, and machines",https://escholarship.org/uc/item/907271h3
Member Abstracts,Core knowledge objects in reasoning and language use for highly abstract inductive tasks,https://escholarship.org/uc/item/90f1p4kf
Member Abstracts,Calibration information reduces bias during estimation of factorials: A (partial) replication and extension of Tversky and Kahneman (1973),https://escholarship.org/uc/item/8k04w5s6
Member Abstracts,No evidence for attraction to consonance in budgerigars (Melopsittacus undulatus) from a place preference paradigm,https://escholarship.org/uc/item/90v2q4xb
Member Abstracts,‘Kindergarten’ versus ‘Gartenkinder’: EEG-evidence on the effects of familiarity and semantic transparency on German compounds,https://escholarship.org/uc/item/93r7h1s0
Member Abstracts,Mapping between numerical and non-numerical magnitude information: An observational study of the integration and interconversion between magnitudes and formats in Colombian children,https://escholarship.org/uc/item/94m9x143
Member Abstracts,Pointing North Online: Using photographs of known environments to evaluate north pointing accuracy,https://escholarship.org/uc/item/9649k2jf
Member Abstracts,On the Gradual Construction of Complex Abstract Representations in Spatial Problem Solving,https://escholarship.org/uc/item/976661z3
Member Abstracts,"Bilinguals Infer in L2 Similarly, but not in Dual-language",https://escholarship.org/uc/item/97q1r932
Member Abstracts,I see where this is going: Modeling the development of infants' goal-predictive gaze,https://escholarship.org/uc/item/9884r4vs
Member Abstracts,Utilizing ACT-R to investigate interactions between working memory and visuospatial attention while driving,https://escholarship.org/uc/item/996661xd
Member Abstracts,The Effects of Messages About Intellectual Ability on Children’s Activity Preferences,https://escholarship.org/uc/item/99n5z0h0
Member Abstracts,Identifying local cognitive representations in the brain across age spans through voxel searchlights and representational similarity analysis,https://escholarship.org/uc/item/99x1t8wr
Member Abstracts,Investigating the Utility of Prompting Novice Programmers for Self-Explanations to Improve Mental Models,https://escholarship.org/uc/item/9b0739mn
Member Abstracts,Effects of memory organization on credit assignment in human reinforcement learning,https://escholarship.org/uc/item/4fj3h0n1
Member Abstracts,Impacts of colors and container types on predicted and perceived flavor of non-alcoholic beverages,https://escholarship.org/uc/item/4gd4d3xb
Member Abstracts,Application of machine learning to signal entrainment identifies predictive processing in sign language.,https://escholarship.org/uc/item/4gr9g2p7
Member Abstracts,Knowing the Shape of the Solution: Causal Structure Constrains Evaluation of Possible Causes.,https://escholarship.org/uc/item/4gx9j3kn
Member Abstracts,Chunking as a Rational Solution to the Speed-Accuracy Trade-off in a Serial Reaction Time Task,https://escholarship.org/uc/item/4k71s7n7
Member Abstracts,The effectiveness of face-name mnemonics on name recall,https://escholarship.org/uc/item/4kg3m924
Member Abstracts,Using Causality to Map Difficulties in a Qualitative Physics Problem,https://escholarship.org/uc/item/4kp4r6bh
Member Abstracts,Interpreting Data Tables: Can Variable Symmetry Scaffold Performance?,https://escholarship.org/uc/item/4m56t19r
Member Abstracts,Competing goals in the construction and perception of moral narratives,https://escholarship.org/uc/item/4mj5p19j
Member Abstracts,Impact of Performing A Secondary Task on Recall,https://escholarship.org/uc/item/4mj9x0x1
Member Abstracts,Navigating by Narratives: Cognitive Maps Encode Engagement with Physical and Fictional Worlds,https://escholarship.org/uc/item/4n4537v2
